Date,Date,Date
10/14/2006,10/14/2006,361
10/14/2007,10/14/2007,384
10/14/2008,10/14/2008,420
10/14/2009,10/14/2009,411
10/14/2010,10/14/2010,420
10/14/2011,10/14/2011,374
10/14/2012,10/14/2012,427
10/14/2013,10/14/2013,421
10/14/2014,10/14/2014,447
10/14/2015,10/14/2015,386
10/14/2016,10/14/2016,434
10/14/2017,10/14/2017,482
10/15/2003,10/15/2003,430
10/15/2004,10/15/2004,454
10/15/2005,10/15/2005,390
10/15/2006,10/15/2006,346
10/15/2007,10/15/2007,426
10/15/2008,10/15/2008,491
10/15/2009,10/15/2009,366
10/15/2010,10/15/2010,403
10/15/2011,10/15/2011,407
10/15/2012,10/15/2012,437
10/15/2013,10/15/2013,451
10/15/2014,10/15/2014,420
10/15/2015,10/15/2015,430
10/15/2016,10/15/2016,424
10/15/2017,10/15/2017,416
10/16/2003,10/16/2003,484
10/16/2004,10/16/2004,380
10/16/2005,10/16/2005,355
10/16/2006,10/16/2006,410
10/16/2007,10/16/2007,363
10/16/2008,10/16/2008,409
10/16/2009,10/16/2009,403
10/16/2010,10/16/2010,381
10/16/2011,10/16/2011,356
10/16/2012,10/16/2012,448
10/16/2013,10/16/2013,426
10/16/2014,10/16/2014,420
10/16/2015,10/16/2015,460
10/16/2016,10/16/2016,408
10/16/2017,10/16/2017,457
10/17/2003,10/17/2003,440
10/17/2004,10/17/2004,318
10/17/2005,10/17/2005,440
10/17/2006,10/17/2006,388
10/17/2007,10/17/2007,393
10/17/2008,10/17/2008,411
10/17/2009,10/17/2009,413
10/17/2010,10/17/2010,333
10/17/2011,10/17/2011,330
10/17/2012,10/17/2012,510
10/17/2013,10/17/2013,456
10/17/2014,10/17/2014,438
10/17/2015,10/17/2015,405
10/17/2016,10/17/2016,426
10/17/2017,10/17/2017,432
10/18/2003,10/18/2003,369
10/18/2004,10/18/2004,382
10/18/2005,10/18/2005,398
10/18/2006,10/18/2006,364
10/18/2007,10/18/2007,405
10/18/2008,10/18/2008,426
10/18/2009,10/18/2009,332
10/18/2010,10/18/2010,322
10/18/2011,10/18/2011,373
10/18/2012,10/18/2012,431
10/18/2013,10/18/2013,455
10/18/2014,10/18/2014,438
10/18/2015,10/18/2015,384
10/18/2016,10/18/2016,402
10/18/2017,10/18/2017,432
10/19/2003,10/19/2003,357
10/19/2004,10/19/2004,396
10/19/2005,10/19/2005,431
10/19/2006,10/19/2006,351
10/19/2007,10/19/2007,386
10/19/2008,10/19/2008,384
10/19/2009,10/19/2009,315
10/19/2010,10/19/2010,402
10/19/2011,10/19/2011,420
10/19/2012,10/19/2012,498
10/19/2013,10/19/2013,447
10/19/2014,10/19/2014,397
10/19/2015,10/19/2015,378
10/19/2016,10/19/2016,424
10/19/2017,10/19/2017,381
10/20/2003,10/20/2003,436
10/20/2004,10/20/2004,417
10/20/2005,10/20/2005,443
10/20/2006,10/20/2006,420
10/20/2007,10/20/2007,413
10/20/2008,10/20/2008,336
10/20/2009,10/20/2009,356
10/20/2010,10/20/2010,409
10/20/2011,10/20/2011,377
10/20/2012,10/20/2012,428
10/20/2013,10/20/2013,428
10/20/2014,10/20/2014,399
10/20/2015,10/20/2015,456
10/20/2016,10/20/2016,429
10/20/2017,10/20/2017,448
10/21/2003,10/21/2003,471
10/21/2004,10/21/2004,406
10/21/2005,10/21/2005,432
10/21/2006,10/21/2006,345
10/21/2007,10/21/2007,397
10/21/2008,10/21/2008,381
10/21/2009,10/21/2009,370
10/21/2010,10/21/2010,382
10/21/2011,10/21/2011,373
10/21/2012,10/21/2012,323
10/21/2013,10/21/2013,476
10/21/2014,10/21/2014,413
10/21/2015,10/21/2015,375
10/21/2016,10/21/2016,419
10/21/2017,10/21/2017,430
10/22/2003,10/22/2003,477
10/22/2004,10/22/2004,425
10/22/2005,10/22/2005,372
10/22/2006,10/22/2006,326
10/22/2007,10/22/2007,358
10/22/2008,10/22/2008,397
10/22/2009,10/22/2009,367
10/22/2010,10/22/2010,428
10/22/2011,10/22/2011,374
10/22/2012,10/22/2012,423
10/22/2013,10/22/2013,473
10/22/2014,10/22/2014,398
10/22/2015,10/22/2015,372
10/22/2016,10/22/2016,416
10/22/2017,10/22/2017,428
10/23/2003,10/23/2003,413
10/23/2004,10/23/2004,382
10/23/2005,10/23/2005,323
10/23/2006,10/23/2006,337
10/23/2007,10/23/2007,419
10/23/2008,10/23/2008,418
10/23/2009,10/23/2009,454
10/23/2010,10/23/2010,393
10/23/2011,10/23/2011,383
10/23/2012,10/23/2012,393
10/23/2013,10/23/2013,443
10/23/2014,10/23/2014,438
10/23/2015,10/23/2015,475
10/23/2016,10/23/2016,372
10/23/2017,10/23/2017,416
10/24/2003,10/24/2003,447
10/24/2004,10/24/2004,371
10/24/2005,10/24/2005,443
10/24/2006,10/24/2006,391
10/24/2007,10/24/2007,394
10/24/2008,10/24/2008,453
10/24/2009,10/24/2009,391
10/24/2010,10/24/2010,355
10/24/2011,10/24/2011,378
10/24/2012,10/24/2012,389
10/24/2013,10/24/2013,442
10/24/2014,10/24/2014,477
10/24/2015,10/24/2015,451
10/24/2016,10/24/2016,418
10/24/2017,10/24/2017,366
10/25/2003,10/25/2003,355
10/25/2004,10/25/2004,361
10/25/2005,10/25/2005,424
10/25/2006,10/25/2006,417
10/25/2007,10/25/2007,408
10/25/2008,10/25/2008,470
10/25/2009,10/25/2009,372
10/25/2010,10/25/2010,365
10/25/2011,10/25/2011,324
10/25/2012,10/25/2012,436
10/25/2013,10/25/2013,482
10/25/2014,10/25/2014,460
10/25/2015,10/25/2015,433
10/25/2016,10/25/2016,430
10/25/2017,10/25/2017,443
10/26/2003,10/26/2003,337
10/26/2004,10/26/2004,365
10/26/2005,10/26/2005,386
10/26/2006,10/26/2006,353
10/26/2007,10/26/2007,432
10/26/2008,10/26/2008,346
10/26/2009,10/26/2009,383
10/26/2010,10/26/2010,297
10/26/2011,10/26/2011,331
10/26/2012,10/26/2012,442
10/26/2013,10/26/2013,451
10/26/2014,10/26/2014,392
10/26/2015,10/26/2015,459
10/26/2016,10/26/2016,436
10/26/2017,10/26/2017,487
10/27/2003,10/27/2003,375
10/27/2004,10/27/2004,398
10/27/2005,10/27/2005,382
10/27/2006,10/27/2006,384
10/27/2007,10/27/2007,366
10/27/2008,10/27/2008,409
10/27/2009,10/27/2009,417
10/27/2010,10/27/2010,462
10/27/2011,10/27/2011,379
10/27/2012,10/27/2012,378
10/27/2013,10/27/2013,423
10/27/2014,10/27/2014,373
10/27/2015,10/27/2015,394
10/27/2016,10/27/2016,447
10/27/2017,10/27/2017,492
10/28/2003,10/28/2003,459
10/28/2004,10/28/2004,411
10/28/2005,10/28/2005,441
10/28/2006,10/28/2006,378
10/28/2007,10/28/2007,388
10/28/2008,10/28/2008,415
10/28/2009,10/28/2009,362
10/28/2010,10/28/2010,342
10/28/2011,10/28/2011,405
10/28/2012,10/28/2012,502
10/28/2013,10/28/2013,443
10/28/2014,10/28/2014,416
10/28/2015,10/28/2015,431
10/28/2016,10/28/2016,457
10/28/2017,10/28/2017,411
10/29/2003,10/29/2003,407
10/29/2004,10/29/2004,464
10/29/2005,10/29/2005,341
10/29/2006,10/29/2006,311
10/29/2007,10/29/2007,386
10/29/2008,10/29/2008,434
10/29/2009,10/29/2009,374
10/29/2010,10/29/2010,345
10/29/2011,10/29/2011,398
10/29/2012,10/29/2012,443
10/29/2013,10/29/2013,415
10/29/2014,10/29/2014,494
10/29/2015,10/29/2015,395
10/29/2016,10/29/2016,426
10/29/2017,10/29/2017,389
10/30/2003,10/30/2003,448
10/30/2004,10/30/2004,372
10/30/2005,10/30/2005,381
10/30/2006,10/30/2006,437
10/30/2007,10/30/2007,393
10/30/2008,10/30/2008,381
10/30/2009,10/30/2009,400
10/30/2010,10/30/2010,379
10/30/2011,10/30/2011,392
10/30/2012,10/30/2012,374
10/30/2013,10/30/2013,428
10/30/2014,10/30/2014,387
10/30/2015,10/30/2015,419
10/30/2016,10/30/2016,432
10/30/2017,10/30/2017,424
10/31/2003,10/31/2003,483
10/31/2004,10/31/2004,447
10/31/2005,10/31/2005,469
10/31/2006,10/31/2006,428
10/31/2007,10/31/2007,411
10/31/2008,10/31/2008,415
10/31/2009,10/31/2009,409
10/31/2010,10/31/2010,406
10/31/2011,10/31/2011,421
10/31/2012,10/31/2012,481
10/31/2013,10/31/2013,466
10/31/2014,10/31/2014,427
10/31/2015,10/31/2015,455
10/31/2016,10/31/2016,460
10/31/2017,10/31/2017,399
11/01/2003,11/01/2003,508
11/01/2004,11/01/2004,457
11/01/2005,11/01/2005,461
11/01/2006,11/01/2006,459
11/01/2007,11/01/2007,467
11/01/2008,11/01/2008,491
11/01/2009,11/01/2009,502
11/01/2010,11/01/2010,435
11/01/2011,11/01/2011,478
11/01/2012,11/01/2012,440
11/01/2013,11/01/2013,626
11/01/2014,11/01/2014,475
11/01/2015,11/01/2015,522
11/01/2016,11/01/2016,465
11/01/2017,11/01/2017,412
11/02/2003,11/02/2003,345
11/02/2004,11/02/2004,412
11/02/2005,11/02/2005,427
11/02/2006,11/02/2006,286
11/02/2007,11/02/2007,404
11/02/2008,11/02/2008,354
11/02/2009,11/02/2009,409
11/02/2010,11/02/2010,370
11/02/2011,11/02/2011,342
11/02/2012,11/02/2012,483
11/02/2013,11/02/2013,360
11/02/2014,11/02/2014,370
11/02/2015,11/02/2015,360
11/02/2016,11/02/2016,420
11/02/2017,11/02/2017,370
11/03/2003,11/03/2003,440
11/03/2004,11/03/2004,353
11/03/2005,11/03/2005,452
11/03/2006,11/03/2006,348
11/03/2007,11/03/2007,429
11/03/2008,11/03/2008,368
11/03/2009,11/03/2009,408
11/03/2010,11/03/2010,451
11/03/2011,11/03/2011,394
11/03/2012,11/03/2012,478
11/03/2013,11/03/2013,361
11/03/2014,11/03/2014,364
11/03/2015,11/03/2015,424
11/03/2016,11/03/2016,446
11/03/2017,11/03/2017,497
11/04/2003,11/04/2003,411
11/04/2004,11/04/2004,335
11/04/2005,11/04/2005,450
11/04/2006,11/04/2006,393
11/04/2007,11/04/2007,388
11/04/2008,11/04/2008,453
11/04/2009,11/04/2009,399
11/04/2010,11/04/2010,390
11/04/2011,11/04/2011,392
11/04/2012,11/04/2012,392
11/04/2013,11/04/2013,360
11/04/2014,11/04/2014,396
11/04/2015,11/04/2015,427
11/04/2016,11/04/2016,473
11/04/2017,11/04/2017,388
11/05/2003,11/05/2003,389
11/05/2004,11/05/2004,418
11/05/2005,11/05/2005,380
11/05/2006,11/05/2006,338
11/05/2007,11/05/2007,363
11/05/2008,11/05/2008,356
11/05/2009,11/05/2009,370
11/05/2010,11/05/2010,375
11/05/2011,11/05/2011,335
11/05/2012,11/05/2012,394
11/05/2013,11/05/2013,401
11/05/2014,11/05/2014,418
11/05/2015,11/05/2015,412
11/05/2016,11/05/2016,410
11/05/2017,11/05/2017,398
11/06/2003,11/06/2003,380
11/06/2004,11/06/2004,375
11/06/2005,11/06/2005,333
11/06/2006,11/06/2006,407
11/06/2007,11/06/2007,421
11/06/2008,11/06/2008,316
11/06/2009,11/06/2009,370
11/06/2010,11/06/2010,370
11/06/2011,11/06/2011,330
11/06/2012,11/06/2012,394
11/06/2013,11/06/2013,456
11/06/2014,11/06/2014,404
11/06/2015,11/06/2015,389
11/06/2016,11/06/2016,410
11/06/2017,11/06/2017,393
11/07/2003,11/07/2003,420
11/07/2004,11/07/2004,358
11/07/2005,11/07/2005,328
11/07/2006,11/07/2006,364
11/07/2007,11/07/2007,377
11/07/2008,11/07/2008,396
11/07/2009,11/07/2009,406
11/07/2010,11/07/2010,333
11/07/2011,11/07/2011,333
11/07/2012,11/07/2012,353
11/07/2013,11/07/2013,377
11/07/2014,11/07/2014,433
11/07/2015,11/07/2015,348
11/07/2016,11/07/2016,366
11/07/2017,11/07/2017,433
11/08/2003,11/08/2003,369
11/08/2004,11/08/2004,378
11/08/2005,11/08/2005,348
11/08/2006,11/08/2006,436
11/08/2007,11/08/2007,411
11/08/2008,11/08/2008,394
11/08/2009,11/08/2009,367
11/08/2010,11/08/2010,360
11/08/2011,11/08/2011,365
11/08/2012,11/08/2012,347
11/08/2013,11/08/2013,406
11/08/2014,11/08/2014,423
11/08/2015,11/08/2015,362
11/08/2016,11/08/2016,421
11/08/2017,11/08/2017,445
11/09/2003,11/09/2003,374
11/09/2004,11/09/2004,302
11/09/2005,11/09/2005,420
11/09/2006,11/09/2006,366
11/09/2007,11/09/2007,425
11/09/2008,11/09/2008,394
11/09/2009,11/09/2009,334
11/09/2010,11/09/2010,357
11/09/2011,11/09/2011,354
11/09/2012,11/09/2012,418
11/09/2013,11/09/2013,427
11/09/2014,11/09/2014,392
11/09/2015,11/09/2015,399
11/09/2016,11/09/2016,398
11/09/2017,11/09/2017,460
11/10/2003,11/10/2003,409
11/10/2004,11/10/2004,363
11/10/2005,11/10/2005,414
11/10/2006,11/10/2006,380
11/10/2007,11/10/2007,394
11/10/2008,11/10/2008,450
11/10/2009,11/10/2009,386
11/10/2010,11/10/2010,412
11/10/2011,11/10/2011,374
11/10/2012,11/10/2012,458
11/10/2013,11/10/2013,365
11/10/2014,11/10/2014,417
11/10/2015,11/10/2015,395
11/10/2016,11/10/2016,442
11/10/2017,11/10/2017,488
11/11/2003,11/11/2003,376
11/11/2004,11/11/2004,381
11/11/2005,11/11/2005,414
11/11/2006,11/11/2006,354
11/11/2007,11/11/2007,342
11/11/2008,11/11/2008,393
11/11/2009,11/11/2009,432
11/11/2010,11/11/2010,374
11/11/2011,11/11/2011,337
11/11/2012,11/11/2012,388
11/11/2013,11/11/2013,375
11/11/2014,11/11/2014,376
11/11/2015,11/11/2015,352
11/11/2016,11/11/2016,452
11/11/2017,11/11/2017,429
11/12/2003,11/12/2003,420
11/12/2004,11/12/2004,436
11/12/2005,11/12/2005,390
11/12/2006,11/12/2006,284
11/12/2007,11/12/2007,351
11/12/2008,11/12/2008,442
11/12/2009,11/12/2009,360
11/12/2010,11/12/2010,331
11/12/2011,11/12/2011,341
11/12/2012,11/12/2012,358
11/12/2013,11/12/2013,512
11/12/2014,11/12/2014,421
11/12/2015,11/12/2015,384
11/12/2016,11/12/2016,476
11/12/2017,11/12/2017,326
11/13/2003,11/13/2003,428
11/13/2004,11/13/2004,380
11/13/2005,11/13/2005,360
11/13/2006,11/13/2006,392
11/13/2007,11/13/2007,353
11/13/2008,11/13/2008,466
11/13/2009,11/13/2009,404
11/13/2010,11/13/2010,397
11/13/2011,11/13/2011,328
11/13/2012,11/13/2012,435
11/13/2013,11/13/2013,441
11/13/2014,11/13/2014,376
11/13/2015,11/13/2015,423
11/13/2016,11/13/2016,347
11/13/2017,11/13/2017,343
11/14/2003,11/14/2003,449
11/14/2004,11/14/2004,359
11/14/2005,11/14/2005,389
11/14/2006,11/14/2006,336
11/14/2007,11/14/2007,394
11/14/2008,11/14/2008,463
11/14/2009,11/14/2009,345
11/14/2010,11/14/2010,340
11/14/2011,11/14/2011,325
11/14/2012,11/14/2012,413
11/14/2013,11/14/2013,419
11/14/2014,11/14/2014,470
11/14/2015,11/14/2015,408
11/14/2016,11/14/2016,395
11/14/2017,11/14/2017,445
11/15/2003,11/15/2003,409
11/15/2004,11/15/2004,364
11/15/2005,11/15/2005,416
11/15/2006,11/15/2006,361
11/15/2007,11/15/2007,429
11/15/2008,11/15/2008,435
11/15/2009,11/15/2009,365
11/15/2010,11/15/2010,347
11/15/2011,11/15/2011,400
11/15/2012,11/15/2012,399
11/15/2013,11/15/2013,431
11/15/2014,11/15/2014,462
11/15/2015,11/15/2015,423
11/15/2016,11/15/2016,475
11/15/2017,11/15/2017,413
11/16/2003,11/16/2003,319
11/16/2004,11/16/2004,398
11/16/2005,11/16/2005,426
11/16/2006,11/16/2006,370
11/16/2007,11/16/2007,370
11/16/2008,11/16/2008,362
11/16/2009,11/16/2009,396
11/16/2010,11/16/2010,366
11/16/2011,11/16/2011,327
11/16/2012,11/16/2012,453
11/16/2013,11/16/2013,442
11/16/2014,11/16/2014,373
11/16/2015,11/16/2015,389
11/16/2016,11/16/2016,446
11/16/2017,11/16/2017,354
11/17/2003,11/17/2003,427
11/17/2004,11/17/2004,329
11/17/2005,11/17/2005,404
11/17/2006,11/17/2006,425
11/17/2007,11/17/2007,394
11/17/2008,11/17/2008,417
11/17/2009,11/17/2009,363
11/17/2010,11/17/2010,373
11/17/2011,11/17/2011,365
11/17/2012,11/17/2012,408
11/17/2013,11/17/2013,360
11/17/2014,11/17/2014,356
11/17/2015,11/17/2015,398
11/17/2016,11/17/2016,435
11/17/2017,11/17/2017,419
11/18/2003,11/18/2003,432
11/18/2004,11/18/2004,356
11/18/2005,11/18/2005,417
11/18/2006,11/18/2006,378
11/18/2007,11/18/2007,391
11/18/2008,11/18/2008,399
11/18/2009,11/18/2009,416
11/18/2010,11/18/2010,334
11/18/2011,11/18/2011,378
11/18/2012,11/18/2012,400
11/18/2013,11/18/2013,424
11/18/2014,11/18/2014,422
11/18/2015,11/18/2015,426
11/18/2016,11/18/2016,491
11/18/2017,11/18/2017,389
11/19/2003,11/19/2003,420
11/19/2004,11/19/2004,415
11/19/2005,11/19/2005,360
11/19/2006,11/19/2006,339
11/19/2007,11/19/2007,401
11/19/2008,11/19/2008,412
11/19/2009,11/19/2009,401
11/19/2010,11/19/2010,364
11/19/2011,11/19/2011,347
11/19/2012,11/19/2012,432
11/19/2013,11/19/2013,365
11/19/2014,11/19/2014,361
11/19/2015,11/19/2015,402
11/19/2016,11/19/2016,419
11/19/2017,11/19/2017,407
11/20/2003,11/20/2003,403
11/20/2004,11/20/2004,362
11/20/2005,11/20/2005,379
11/20/2006,11/20/2006,374
11/20/2007,11/20/2007,349
11/20/2008,11/20/2008,409
11/20/2009,11/20/2009,421
11/20/2010,11/20/2010,348
11/20/2011,11/20/2011,332
11/20/2012,11/20/2012,452
11/20/2013,11/20/2013,418
11/20/2014,11/20/2014,367
11/20/2015,11/20/2015,476
11/20/2016,11/20/2016,418
11/20/2017,11/20/2017,427
11/21/2003,11/21/2003,422
11/21/2004,11/21/2004,345
11/21/2005,11/21/2005,377
11/21/2006,11/21/2006,366
11/21/2007,11/21/2007,390
11/21/2008,11/21/2008,455
11/21/2009,11/21/2009,411
11/21/2010,11/21/2010,345
11/21/2011,11/21/2011,338
11/21/2012,11/21/2012,410
11/21/2013,11/21/2013,420
11/21/2014,11/21/2014,442
11/21/2015,11/21/2015,432
11/21/2016,11/21/2016,402
11/21/2017,11/21/2017,404
11/22/2003,11/22/2003,408
11/22/2004,11/22/2004,378
11/22/2005,11/22/2005,386
11/22/2006,11/22/2006,372
11/22/2007,11/22/2007,310
11/22/2008,11/22/2008,410
11/22/2009,11/22/2009,288
11/22/2010,11/22/2010,339
11/22/2011,11/22/2011,332
11/22/2012,11/22/2012,247
11/22/2013,11/22/2013,429
11/22/2014,11/22/2014,450
11/22/2015,11/22/2015,387
11/22/2016,11/22/2016,427
11/22/2017,11/22/2017,459
11/23/2003,11/23/2003,338
11/23/2004,11/23/2004,372
11/23/2005,11/23/2005,393
11/23/2006,11/23/2006,249
11/23/2007,11/23/2007,335
11/23/2008,11/23/2008,398
11/23/2009,11/23/2009,392
11/23/2010,11/23/2010,315
11/23/2011,11/23/2011,404
11/23/2012,11/23/2012,398
11/23/2013,11/23/2013,461
11/23/2014,11/23/2014,423
11/23/2015,11/23/2015,365
11/23/2016,11/23/2016,429
11/23/2017,11/23/2017,284
11/24/2003,11/24/2003,351
11/24/2004,11/24/2004,373
11/24/2005,11/24/2005,309
11/24/2006,11/24/2006,330
11/24/2007,11/24/2007,446
11/24/2008,11/24/2008,411
11/24/2009,11/24/2009,410
11/24/2010,11/24/2010,423
11/24/2011,11/24/2011,222
11/24/2012,11/24/2012,424
11/24/2013,11/24/2013,355
11/24/2014,11/24/2014,415
11/24/2015,11/24/2015,427
11/24/2016,11/24/2016,324
11/24/2017,11/24/2017,425
11/25/2003,11/25/2003,397
11/25/2004,11/25/2004,271
11/25/2005,11/25/2005,351
11/25/2006,11/25/2006,335
11/25/2007,11/25/2007,381
11/25/2008,11/25/2008,420
11/25/2009,11/25/2009,379
11/25/2010,11/25/2010,259
11/25/2011,11/25/2011,363
11/25/2012,11/25/2012,324
11/25/2013,11/25/2013,356
11/25/2014,11/25/2014,432
11/25/2015,11/25/2015,433
11/25/2016,11/25/2016,468
11/25/2017,11/25/2017,398
11/26/2003,11/26/2003,458
11/26/2004,11/26/2004,374
11/26/2005,11/26/2005,398
11/26/2006,11/26/2006,306
11/26/2007,11/26/2007,366
11/26/2008,11/26/2008,368
11/26/2009,11/26/2009,278
11/26/2010,11/26/2010,355
11/26/2011,11/26/2011,380
11/26/2012,11/26/2012,362
11/26/2013,11/26/2013,381
11/26/2014,11/26/2014,454
11/26/2015,11/26/2015,315
11/26/2016,11/26/2016,452
11/26/2017,11/26/2017,369
11/27/2003,11/27/2003,316
11/27/2004,11/27/2004,342
11/27/2005,11/27/2005,284
11/27/2006,11/27/2006,348
11/27/2007,11/27/2007,386
11/27/2008,11/27/2008,263
11/27/2009,11/27/2009,293
11/27/2010,11/27/2010,304
11/27/2011,11/27/2011,322
11/27/2012,11/27/2012,394
11/27/2013,11/27/2013,390
11/27/2014,11/27/2014,312
11/27/2015,11/27/2015,416
11/27/2016,11/27/2016,409
11/27/2017,11/27/2017,460
11/28/2003,11/28/2003,355
11/28/2004,11/28/2004,302
11/28/2005,11/28/2005,333
11/28/2006,11/28/2006,362
11/28/2007,11/28/2007,361
11/28/2008,11/28/2008,299
11/28/2009,11/28/2009,360
11/28/2010,11/28/2010,336
11/28/2011,11/28/2011,310
11/28/2012,11/28/2012,353
11/28/2013,11/28/2013,308
11/28/2014,11/28/2014,403
11/28/2015,11/28/2015,392
11/28/2016,11/28/2016,393
11/28/2017,11/28/2017,436
11/29/2003,11/29/2003,364
11/29/2004,11/29/2004,407
11/29/2005,11/29/2005,353
11/29/2006,11/29/2006,369
11/29/2007,11/29/2007,385
11/29/2008,11/29/2008,404
11/29/2009,11/29/2009,341
11/29/2010,11/29/2010,358
11/29/2011,11/29/2011,344
11/29/2012,11/29/2012,394
11/29/2013,11/29/2013,393
11/29/2014,11/29/2014,392
11/29/2015,11/29/2015,363
11/29/2016,11/29/2016,438
11/29/2017,11/29/2017,409
11/30/2003,11/30/2003,290
11/30/2004,11/30/2004,354
11/30/2005,11/30/2005,442
11/30/2006,11/30/2006,364
11/30/2007,11/30/2007,385
11/30/2008,11/30/2008,350
11/30/2009,11/30/2009,344
11/30/2010,11/30/2010,347
11/30/2011,11/30/2011,362
11/30/2012,11/30/2012,417
11/30/2013,11/30/2013,398
11/30/2014,11/30/2014,321
11/30/2015,11/30/2015,442
11/30/2016,11/30/2016,373
11/30/2017,11/30/2017,380
12/01/2003,12/01/2003,432
12/01/2004,12/01/2004,471
12/01/2005,12/01/2005,429
12/01/2006,12/01/2006,479
12/01/2007,12/01/2007,434
12/01/2008,12/01/2008,432
12/01/2009,12/01/2009,398
12/01/2010,12/01/2010,415
12/01/2011,12/01/2011,380
12/01/2012,12/01/2012,437
12/01/2013,12/01/2013,437
12/01/2014,12/01/2014,428
12/01/2015,12/01/2015,440
12/01/2016,12/01/2016,484
12/01/2017,12/01/2017,458
12/02/2003,12/02/2003,395
12/02/2004,12/02/2004,396
12/02/2005,12/02/2005,361
12/02/2006,12/02/2006,333
12/02/2007,12/02/2007,366
12/02/2008,12/02/2008,403
12/02/2009,12/02/2009,348
12/02/2010,12/02/2010,366
12/02/2011,12/02/2011,421
12/02/2012,12/02/2012,354
12/02/2013,12/02/2013,370
12/02/2014,12/02/2014,357
12/02/2015,12/02/2015,382
12/02/2016,12/02/2016,455
12/02/2017,12/02/2017,384
12/03/2003,12/03/2003,386
12/03/2004,12/03/2004,398
12/03/2005,12/03/2005,336
12/03/2006,12/03/2006,378
12/03/2007,12/03/2007,385
12/03/2008,12/03/2008,373
12/03/2009,12/03/2009,359
12/03/2010,12/03/2010,336
12/03/2011,12/03/2011,338
12/03/2012,12/03/2012,370
12/03/2013,12/03/2013,432
12/03/2014,12/03/2014,330
12/03/2015,12/03/2015,395
12/03/2016,12/03/2016,378
12/03/2017,12/03/2017,348
12/04/2003,12/04/2003,395
12/04/2004,12/04/2004,375
12/04/2005,12/04/2005,312
12/04/2006,12/04/2006,326
12/04/2007,12/04/2007,331
12/04/2008,12/04/2008,390
12/04/2009,12/04/2009,368
12/04/2010,12/04/2010,337
12/04/2011,12/04/2011,370
12/04/2012,12/04/2012,359
12/04/2013,12/04/2013,391
12/04/2014,12/04/2014,357
12/04/2015,12/04/2015,435
12/04/2016,12/04/2016,408
12/04/2017,12/04/2017,384
12/05/2003,12/05/2003,423
12/05/2004,12/05/2004,343
12/05/2005,12/05/2005,353
12/05/2006,12/05/2006,407
12/05/2007,12/05/2007,379
12/05/2008,12/05/2008,394
12/05/2009,12/05/2009,365
12/05/2010,12/05/2010,285
12/05/2011,12/05/2011,358
12/05/2012,12/05/2012,378
12/05/2013,12/05/2013,400
12/05/2014,12/05/2014,441
12/05/2015,12/05/2015,389
12/05/2016,12/05/2016,420
12/05/2017,12/05/2017,393
12/06/2003,12/06/2003,345
12/06/2004,12/06/2004,328
12/06/2005,12/06/2005,317
12/06/2006,12/06/2006,382
12/06/2007,12/06/2007,354
12/06/2008,12/06/2008,463
12/06/2009,12/06/2009,313
12/06/2010,12/06/2010,333
12/06/2011,12/06/2011,334
12/06/2012,12/06/2012,386
12/06/2013,12/06/2013,378
12/06/2014,12/06/2014,395
12/06/2015,12/06/2015,381
12/06/2016,12/06/2016,434
12/06/2017,12/06/2017,397
12/07/2003,12/07/2003,289
12/07/2004,12/07/2004,373
12/07/2005,12/07/2005,348
12/07/2006,12/07/2006,369
12/07/2007,12/07/2007,420
12/07/2008,12/07/2008,355
12/07/2009,12/07/2009,341
12/07/2010,12/07/2010,318
12/07/2011,12/07/2011,347
12/07/2012,12/07/2012,409
12/07/2013,12/07/2013,386
12/07/2014,12/07/2014,362
12/07/2015,12/07/2015,367
12/07/2016,12/07/2016,367
12/07/2017,12/07/2017,455
12/08/2003,12/08/2003,385
12/08/2004,12/08/2004,347
12/08/2005,12/08/2005,369
12/08/2006,12/08/2006,354
12/08/2007,12/08/2007,368
12/08/2008,12/08/2008,417
12/08/2009,12/08/2009,322
12/08/2010,12/08/2010,298
12/08/2011,12/08/2011,283
12/08/2012,12/08/2012,369
12/08/2013,12/08/2013,334
12/08/2014,12/08/2014,398
12/08/2015,12/08/2015,397
12/08/2016,12/08/2016,374
12/08/2017,12/08/2017,417
12/09/2003,12/09/2003,357
12/09/2004,12/09/2004,363
12/09/2005,12/09/2005,383
12/09/2006,12/09/2006,351
12/09/2007,12/09/2007,316
12/09/2008,12/09/2008,367
12/09/2009,12/09/2009,338
12/09/2010,12/09/2010,325
12/09/2011,12/09/2011,363
12/09/2012,12/09/2012,365
12/09/2013,12/09/2013,350
12/09/2014,12/09/2014,396
12/09/2015,12/09/2015,378
12/09/2016,12/09/2016,414
12/09/2017,12/09/2017,387
12/10/2003,12/10/2003,365
12/10/2004,12/10/2004,442
12/10/2005,12/10/2005,391
12/10/2006,12/10/2006,307
12/10/2007,12/10/2007,387
12/10/2008,12/10/2008,384
12/10/2009,12/10/2009,307
12/10/2010,12/10/2010,368
12/10/2011,12/10/2011,318
12/10/2012,12/10/2012,337
12/10/2013,12/10/2013,373
12/10/2014,12/10/2014,411
12/10/2015,12/10/2015,399
12/10/2016,12/10/2016,432
12/10/2017,12/10/2017,431
12/11/2003,12/11/2003,409
12/11/2004,12/11/2004,349
12/11/2005,12/11/2005,285
12/11/2006,12/11/2006,328
12/11/2007,12/11/2007,430
12/11/2008,12/11/2008,363
12/11/2009,12/11/2009,325
